"Property","Vintage","Description","PriceExTax","BottleSize","PageURL","LwinCode","BBRProductCode"
"Domaine Belargus","2020","Anjou, Ronceray, Domaine Belargus, Loire","360","Case of 6 Bottles","https://www.bbr.com/products-20208163187-2020-anjou-ronceray-domaine-belargus-loire","2080406","20208163187"
"Domaine Belargus","2020","Anjou, Treilles, Domaine Belargus, Loire","450","Case of 3 Bottles","https://www.bbr.com/products-20208169105-2020-anjou-treilles-domaine-belargus-loire","2173131","20208169105"
"Domaine Belargus","2021","Anjou, Treilles, Domaine Belargus, Loire","425","Case of 3 Bottles","https://www.bbr.com/products-20218169105-2021-anjou-treilles-domaine-belargus-loire","2173131","20218169105"
"Domaine Belargus","2020","Anjou, Veau, Domaine Belargus, Loire","420","Case of 6 Bottles","https://www.bbr.com/products-20208169091-2020-anjou-veau-domaine-belargus-loire","2173102","20208169091"
"Chateau Marjosse","2020","Anthologie de Marjosse, Cuvee Ortolan, Chateau Marjosse, Vin de France","115","Case of 6 Bottles","https://www.bbr.com/products-20208072528-2020-anthologie-de-marjosse-cuvee-ortolan-chateau-marjosse-vin-de-france","2015796","20208072528"
"Anwilka","2007","Anwilka, Stellenbosch, South Africa","120","Case of 6 Bottles","https://www.bbr.com/products-20078015024-2007-anwilka-stellenbosch-south-africa","1118568","20078015024"
"Anwilka","2008","Anwilka, Stellenbosch, South Africa","160","Case of 6 Bottles","https://www.bbr.com/products-20088015024-2008-anwilka-stellenbosch-south-africa","1118568","20088015024"
"Anwilka","2011","Anwilka, Stellenbosch, South Africa","199","Case of 6 Bottles","https://www.bbr.com/products-20118015024-2011-anwilka-stellenbosch-south-africa","1118568","20118015024"
"Anwilka","2012","Anwilka, Stellenbosch, South Africa","149","Case of 6 Bottles","https://www.bbr.com/products-20128015024-2012-anwilka-stellenbosch-south-africa","1118568","20128015024"
"Anwilka","2013","Anwilka, Stellenbosch, South Africa","138","Case of 6 Bottles","https://www.bbr.com/products-20138015024-2013-anwilka-stellenbosch-south-africa","1118568","20138015024"
"Anwilka","2014","Anwilka, Stellenbosch, South Africa","145","Case of 6 Bottles","https://www.bbr.com/products-20148015024-2014-anwilka-stellenbosch-south-africa","1118568","20148015024"
"Anwilka","2015","Anwilka, Stellenbosch, South Africa","159","Case of 6 Bottles","https://www.bbr.com/products-20158015024-2015-anwilka-stellenbosch-south-africa","1118568","20158015024"
"Anwilka","2016","Anwilka, Stellenbosch, South Africa","125","Case of 6 Bottles","https://www.bbr.com/products-20168015024-2016-anwilka-stellenbosch-south-africa","1118568","20168015024"
"Anwilka","2016","Anwilka, Stellenbosch, South Africa","117","Case of 3 Magnums","https://www.bbr.com/products-20168015024-2016-anwilka-stellenbosch-south-africa","1118568","20168015024"
"Anwilka","2017","Anwilka, Stellenbosch, South Africa","175","Case of 6 Bottles","https://www.bbr.com/products-20178015024-2017-anwilka-stellenbosch-south-africa","1118568","20178015024"
"Anwilka","2018","Anwilka, Stellenbosch, South Africa","150","Case of 6 Bottles","https://www.bbr.com/products-20188015024-2018-anwilka-stellenbosch-south-africa","1118568","20188015024"
"Anwilka","2019","Anwilka, Stellenbosch, South Africa","135","Case of 6 Bottles","https://www.bbr.com/products-20198015024-2019-anwilka-stellenbosch-south-africa","1118568","20198015024"
"Anwilka","2020","Anwilka, Stellenbosch, South Africa","160","Case of 6 Bottles","https://www.bbr.com/products-20208015024-2020-anwilka-stellenbosch-south-africa","1118568","20208015024"
"Moet Hennessy Estates & Wines","2013","Ao-Yun, Shangri-La, China","1298","Case of 6 Bottles","https://www.bbr.com/products-20138107488-2013-ao-yun-shangri-la-china","1409064","20138107488"
"Moet Hennessy Estates & Wines","2013","Ao-Yun, Shangri-La, China","1628","Case of 6 Bottles","https://www.bbr.com/products-20138107488-2013-ao-yun-shangri-la-china","1409064","20138107488"
"Moet Hennessy Estates & Wines","2014","Ao-Yun, Shangri-La, China","1298","Case of 6 Bottles","https://www.bbr.com/products-20148107488-2014-ao-yun-shangri-la-china","1409064","20148107488"
"Moet Hennessy Estates & Wines","2014","Ao-Yun, Shangri-La, China","1024","Case of 6 Bottles","https://www.bbr.com/products-20148107488-2014-ao-yun-shangri-la-china","1409064","20148107488"
"Moet Hennessy Estates & Wines","2015","Ao-Yun, Shangri-La, China","1300","Case of 6 Bottles","https://www.bbr.com/products-20158107488-2015-ao-yun-shangri-la-china","1409064","20158107488"
"Moet Hennessy Estates & Wines","2016","Ao-Yun, Shangri-La, China","1350","Case of 6 Bottles","https://www.bbr.com/products-20168107488-2016-ao-yun-shangri-la-china","1409064","20168107488"
"Moet Hennessy Estates & Wines","2021","Ao-Yun, Shangri-La, China","1600","Case of 6 Bottles","https://www.bbr.com/products-20218107488-2021-ao-yun-shangri-la-china","1409064","20218107488"
"Appassionata Estate","2014","Appassionata, Fortissimo, Pinot Noir, Dundee Hills, Oregon, USA","1100","Case of 6 Bottles","https://www.bbr.com/products-20148175317-2014-appassionata-fortissimo-pinot-noir-dundee-hills-oregon-usa","2911825","20148175317"
"Araujo Estate Wines","2010","Araujo Estate Wines, Eisele Vineyard Cabernet Sauvignon, Napa Valley, California, USA","2150","Case of 6 Bottles","https://www.bbr.com/products-20108136268-2010-araujo-estate-wines-eisele-vineyard-cabernet-sauvignon-napa-valley-california-usa","1121434","20108136268"
"Araujo Estate Wines","2012","Araujo Estate Wines, Eisele Vineyard Cabernet Sauvignon, Napa Valley, California, USA","777","Case of 1 Magnums","https://www.bbr.com/products-20128136268-2012-araujo-estate-wines-eisele-vineyard-cabernet-sauvignon-napa-valley-california-usa","1121434","20128136268"
"Domaine Tissot","2019","Arbois Chardonnay, Clos de la Tour de Curon, Stephane Tissot, Jura","890","Case of 6 Bottles","https://www.bbr.com/products-20198136880-2019-arbois-chardonnay-clos-de-la-tour-de-curon-stephane-tissot-jura","1315244","20198136880"
"Domaine Tissot","2012","Arbois Chardonnay, La Mailloche, Stephane Tissot","475","Case of 6 Bottles","https://www.bbr.com/products-20121363274-2012-arbois-chardonnay-la-mailloche-stephane-tissot","1363274","20121363274"
"Domaine du Pelican","2016","Arbois, En Barbi, Domaine du Pelican, Jura","450","Case of 6 Magnums","https://www.bbr.com/products-20168310246-2016-arbois-en-barbi-domaine-du-pelican-jura","1862924","20168310246"
"Terroir Al Limit","2020","Arbossar, Terroir al Limit, Priorat, Spain","315","Case of 6 Bottles","https://www.bbr.com/products-20208206833-2020-arbossar-terroir-al-limit-priorat-spain","1308383","20208206833"
"Tenuta Argentiera","2020","Argentiera, Bolgheri Superiore, Tuscany, Italy","430","Case of 6 Bottles","https://www.bbr.com/products-20208210810-2020-argentiera-bolgheri-superiore-tuscany-italy","1161548","20208210810"
"Tenuta Argentiera","2021","Argentiera, Bolgheri Superiore, Tuscany, Italy","320","Case of 6 Bottles","https://www.bbr.com/products-20218210810-2021-argentiera-bolgheri-superiore-tuscany-italy","1161548","20218210810"
"Bodegas Muga","2004","Aro, Bodegas Muga, Rioja, Spain","569","Case of 3 Bottles","https://www.bbr.com/products-20048032472-2004-aro-bodegas-muga-rioja-spain","1147508","20048032472"
"Chateau Pavie","2015","Aromes de Pavie, St Emilion, Bordeaux","220","Case of 6 Bottles","https://www.bbr.com/products-20158125309-2015-aromes-de-pavie-st-emilion-bordeaux","1006120","20158125309"
"Chateau Pavie","2017","Aromes de Pavie, St Emilion, Bordeaux","375","Case of 12 Bottles","https://www.bbr.com/products-20178125309-2017-aromes-de-pavie-st-emilion-bordeaux","1006120","20178125309"
"Rafael Palacios","2017","As Sortes, Val do Bibei, Rafael Palacios, Valdeorras, Spain","252","Case of 6 Bottles","https://www.bbr.com/products-20178002608-2017-as-sortes-val-do-bibei-rafael-palacios-valdeorras-spain","1277115","20178002608"
"Rafael Palacios","2018","As Sortes, Val do Bibei, Rafael Palacios, Valdeorras, Spain","335","Case of 6 Bottles","https://www.bbr.com/products-20188002608-2018-as-sortes-val-do-bibei-rafael-palacios-valdeorras-spain","1277115","20188002608"
"Ata Rangi","2016","Ata Rangi, Crimson, Pinot Noir, Martinborough, New Zealand","250","Case of 12 Bottles","https://www.bbr.com/products-20168111377-2016-ata-rangi-crimson-pinot-noir-martinborough-new-zealand","1236134","20168111377"
"Ata Rangi","2017","Ata Rangi, Pinot Noir, Martinborough, New Zealand","248","Case of 6 Bottles","https://www.bbr.com/products-20178115359-2017-ata-rangi-pinot-noir-martinborough-new-zealand","1125780","20178115359"
"Ata Rangi","2018","Ata Rangi, Pinot Noir, Martinborough, New Zealand","478","Case of 6 Bottles","https://www.bbr.com/products-20188115359-2018-ata-rangi-pinot-noir-martinborough-new-zealand","1125780","20188115359"
"Ata Rangi","2019","Ata Rangi, Pinot Noir, Martinborough, New Zealand","320","Case of 6 Bottles","https://www.bbr.com/products-20198115359-2019-ata-rangi-pinot-noir-martinborough-new-zealand","1125780","20198115359"
"Ata Rangi","2021","Ata Rangi, Pinot Noir, Martinborough, New Zealand","340","Case of 6 Bottles","https://www.bbr.com/products-20218115359-2021-ata-rangi-pinot-noir-martinborough-new-zealand","1125780","20218115359"
"Ciacci Piccolomini d'Aragona","2019","Ateo, Sant'Antimo, Ciacci Piccolomini d'Aragona, Tuscany, Italy","90","Case of 6 Bottles","https://www.bbr.com/products-20198152127-2019-ateo-sant-antimo-ciacci-piccolomini-d-aragona-tuscany-italy","1097904","20198152127"
"Au Bon Climat","2013","Au Bon Climat, Bien Nacido Chardonnay, Santa Maria Valley, California, USA","850","Case of 12 Bottles","https://www.bbr.com/products-20138001656-2013-au-bon-climat-bien-nacido-chardonnay-santa-maria-valley-california-usa","1229941","20138001656"
"Au Bon Climat","2014","Au Bon Climat, Bien Nacido Pinot Noir, Santa Maria Valley, California, USA","420","Case of 12 Bottles","https://www.bbr.com/products-20148026172-2014-au-bon-climat-bien-nacido-pinot-noir-santa-maria-valley-california-usa","1238226","20148026172"
"Au Bon Climat","2017","Au Bon Climat, Hildegard, Santa Maria Valley, California, USA","420","Case of 12 Bottles","https://www.bbr.com/products-20171210246-2017-au-bon-climat-hildegard-santa-maria-valley-california-usa","1210246","20171210246"
"Au Bon Climat","2019","Au Bon Climat, Hildegard, Santa Maria Valley, California, USA","380","Case of 12 Bottles","https://www.bbr.com/products-20191210246-2019-au-bon-climat-hildegard-santa-maria-valley-california-usa","1210246","20191210246"
"Au Bon Climat","2019","Au Bon Climat, Hildegard, Santa Maria Valley, California, USA","320","Case of 12 Bottles","https://www.bbr.com/products-20191210246-2019-au-bon-climat-hildegard-santa-maria-valley-california-usa","1210246","20191210246"
"Au Bon Climat","2022","Au Bon Climat, Hildegard, Santa Maria Valley, California, USA","375","Case of 12 Bottles","https://www.bbr.com/products-20221210246-2022-au-bon-climat-hildegard-santa-maria-valley-california-usa","1210246","20221210246"
"Au Bon Climat","2015","Au Bon Climat, Isabelle, Pinot Noir, California, USA","350","Case of 6 Bottles","https://www.bbr.com/products-20151224803-2015-au-bon-climat-isabelle-pinot-noir-california-usa","1224803","20151224803"
"Au Bon Climat","2016","Au Bon Climat, Isabelle, Pinot Noir, California, USA","340","Case of 6 Bottles","https://www.bbr.com/products-20161224803-2016-au-bon-climat-isabelle-pinot-noir-california-usa","1224803","20161224803"
"Au Bon Climat","2017","Au Bon Climat, Isabelle, Pinot Noir, California, USA","348","Case of 6 Bottles","https://www.bbr.com/products-20171224803-2017-au-bon-climat-isabelle-pinot-noir-california-usa","1224803","20171224803"
"Au Bon Climat","2018","Au Bon Climat, Isabelle, Pinot Noir, California, USA","400","Case of 6 Bottles","https://www.bbr.com/products-20181224803-2018-au-bon-climat-isabelle-pinot-noir-california-usa","1224803","20181224803"
"Au Bon Climat","2019","Au Bon Climat, Isabelle, Pinot Noir, California, USA","260","Case of 6 Bottles","https://www.bbr.com/products-20191224803-2019-au-bon-climat-isabelle-pinot-noir-california-usa","1224803","20191224803"
"Au Bon Climat","2020","Au Bon Climat, Isabelle, Pinot Noir, California, USA","320","Case of 6 Bottles","https://www.bbr.com/products-20201224803-2020-au-bon-climat-isabelle-pinot-noir-california-usa","1224803","20201224803"
"Au Bon Climat","2021","Au Bon Climat, Isabelle, Pinot Noir, California, USA","280","Case of 6 Bottles","https://www.bbr.com/products-20211224803-2021-au-bon-climat-isabelle-pinot-noir-california-usa","1224803","20211224803"
"Au Bon Climat","2022","Au Bon Climat, Isabelle, Pinot Noir, California, USA","350","Case of 6 Bottles","https://www.bbr.com/products-20221224803-2022-au-bon-climat-isabelle-pinot-noir-california-usa","1224803","20221224803"
"Au Bon Climat","2013","Au Bon Climat, Knox Alexander, Pinot Noir, Santa Maria Valley, California, USA","775","Case of 6 Bottles","https://www.bbr.com/products-20131135668-2013-au-bon-climat-knox-alexander-pinot-noir-santa-maria-valley-california-usa","1135668","20131135668"
"Au Bon Climat","2015","Au Bon Climat, Knox Alexander, Pinot Noir, Santa Maria Valley, California, USA","295","Case of 6 Bottles","https://www.bbr.com/products-20151135668-2015-au-bon-climat-knox-alexander-pinot-noir-santa-maria-valley-california-usa","1135668","20151135668"
"Au Bon Climat","2016","Au Bon Climat, Knox Alexander, Pinot Noir, Santa Maria Valley, California, USA","320","Case of 6 Bottles","https://www.bbr.com/products-20161135668-2016-au-bon-climat-knox-alexander-pinot-noir-santa-maria-valley-california-usa","1135668","20161135668"
"Au Bon Climat","2017","Au Bon Climat, Knox Alexander, Pinot Noir, Santa Maria Valley, California, USA","250","Case of 6 Bottles","https://www.bbr.com/products-20171135668-2017-au-bon-climat-knox-alexander-pinot-noir-santa-maria-valley-california-usa","1135668","20171135668"
"Au Bon Climat","2018","Au Bon Climat, Knox Alexander, Pinot Noir, Santa Maria Valley, California, USA","290","Case of 6 Bottles","https://www.bbr.com/products-20181135668-2018-au-bon-climat-knox-alexander-pinot-noir-santa-maria-valley-california-usa","1135668","20181135668"
"Au Bon Climat","2019","Au Bon Climat, Knox Alexander, Pinot Noir, Santa Maria Valley, California, USA","360","Case of 6 Bottles","https://www.bbr.com/products-20191135668-2019-au-bon-climat-knox-alexander-pinot-noir-santa-maria-valley-california-usa","1135668","20191135668"
"Au Bon Climat","2020","Au Bon Climat, Knox Alexander, Pinot Noir, Santa Maria Valley, California, USA","315","Case of 6 Bottles","https://www.bbr.com/products-20201135668-2020-au-bon-climat-knox-alexander-pinot-noir-santa-maria-valley-california-usa","1135668","20201135668"
"Au Bon Climat","2022","Au Bon Climat, Knox Alexander, Pinot Noir, Santa Maria Valley, California, USA","350","Case of 6 Bottles","https://www.bbr.com/products-20221135668-2022-au-bon-climat-knox-alexander-pinot-noir-santa-maria-valley-california-usa","1135668","20221135668"
"Au Bon Climat","2020","Au Bon Climat, La Bauge Au-dessus Pinot Noir, Santa Maria Valley, California, USA","575","Case of 12 Bottles","https://www.bbr.com/products-20201175394-2020-au-bon-climat-la-bauge-au-dessus-pinot-noir-santa-maria-valley-california-usa","1175394","20201175394"
"Au Bon Climat","2021","Au Bon Climat, Larmes de Grappe, Sanford & Benedict Pinot Noir, Santa Rita Hills, California, USA","470","Case of 6 Bottles","https://www.bbr.com/products-20218066084-2021-au-bon-climat-larmes-de-grappe-sanford-benedict-pinot-noir-santa-rita-hills-california-usa","2119872","20218066084"
"Au Bon Climat","2017","Au Bon Climat, Larmes de Grappe, Sanford &amp; Benedict Pinot Noir, Santa Rita Hills, California, USA","600","Case of 6 Bottles","https://www.bbr.com/products-20178066084-2017-au-bon-climat-larmes-de-grappe-sanford-and-benedict-pinot-noir-santa-rita-hills-california-usa","2119872","20178066084"
"Au Bon Climat","2019","Au Bon Climat, Larmes de Grappe, Sanford &amp; Benedict Pinot Noir, Santa Rita Hills, California, USA","380","Case of 6 Bottles","https://www.bbr.com/products-20198066084-2019-au-bon-climat-larmes-de-grappe-sanford-and-benedict-pinot-noir-santa-rita-hills-california-usa","2119872","20198066084"
"Au Bon Climat","2020","Au Bon Climat, Larmes de Grappe, Sanford &amp; Benedict Pinot Noir, Santa Rita Hills, California, USA","415","Case of 6 Bottles","https://www.bbr.com/products-20208066084-2020-au-bon-climat-larmes-de-grappe-sanford-and-benedict-pinot-noir-santa-rita-hills-california-usa","2119872","20208066084"
"Au Bon Climat","2017","Au Bon Climat, Nuits-Blanches au Bouge, Chardonnay, Santa Maria Valley, California, USA","276","Case of 6 Bottles","https://www.bbr.com/products-20178040880-2017-au-bon-climat-nuits-blanches-au-bouge-chardonnay-santa-maria-valley-california-usa","1210233","20178040880"
"Au Bon Climat","2020","Au Bon Climat, Nuits-Blanches au Bouge, Chardonnay, Santa Maria Valley, California, USA","260","Case of 6 Bottles","https://www.bbr.com/products-20208040880-2020-au-bon-climat-nuits-blanches-au-bouge-chardonnay-santa-maria-valley-california-usa","1210233","20208040880"
"Au Bon Climat","2021","Au Bon Climat, Nuits-Blanches au Bouge, Chardonnay, Santa Maria Valley, California, USA","280","Case of 6 Bottles","https://www.bbr.com/products-20218040880-2021-au-bon-climat-nuits-blanches-au-bouge-chardonnay-santa-maria-valley-california-usa","1210233","20218040880"
"Au Bon Climat","2022","Au Bon Climat, Nuits-Blanches au Bouge, Chardonnay, Santa Maria Valley, California, USA","216","Case of 6 Bottles","https://www.bbr.com/products-20228040880-2022-au-bon-climat-nuits-blanches-au-bouge-chardonnay-santa-maria-valley-california-usa","1210233","20228040880"
"Au Bon Climat","2023","Au Bon Climat, Nuits-Blanches au Bouge, Chardonnay, Santa Maria Valley, California, USA","240","Case of 6 Bottles","https://www.bbr.com/products-20238040880-2023-au-bon-climat-nuits-blanches-au-bouge-chardonnay-santa-maria-valley-california-usa","1210233","20238040880"
"Au Bon Climat","2016","Au Bon Climat, Nuits-Blanches au Bouge, Chardonnay, Santa MariaValley, California, USA","600","Case of 12 Bottles","https://www.bbr.com/products-20168040880-2016-au-bon-climat-nuits-blanches-au-bouge-chardonnay-santa-mariavalley-california-usa","1210233","20168040880"
"Au Bon Climat","2014","Au Bon Climat, Rincon, Talley Vineyard Pinot Noir, Arroyo Grande Valley, California, USA","410","Case of 12 Bottles","https://www.bbr.com/products-20148012603-2014-au-bon-climat-rincon-talley-vineyard-pinot-noir-arroyo-grande-valley-california-usa","1175381","20148012603"
"Au Bon Climat","2019","Au Bon Climat, Sanford & Benedict Chardonnay, 34th Vintage Celebration, Santa Ynez Valley, California, USA","345","Case of 6 Bottles","https://www.bbr.com/products-20198310435-2019-au-bon-climat-sanford-benedict-chardonnay-34th-vintage-celebration-santa-ynez-valley-california-usa","3049413","20198310435"
"Au Bon Climat","2017","Au Bon Climat, Sanford &amp; Benedict Pinot Noir, Santa Ynez Valley, California, USA","980","Case of 12 Bottles","https://www.bbr.com/products-20171170823-2017-au-bon-climat-sanford-and-benedict-pinot-noir-santa-ynez-valley-california-usa","1170823","20171170823"
"Aubert Wines","2022","Aubert, Chardonnay, Carneros, Napa Valley, California, USA","1175","Case of 12 Bottles","https://www.bbr.com/products-20228256463-2022-aubert-chardonnay-carneros-napa-valley-california-usa","1366350","20228256463"
"Aubert Wines","2021","Aubert, Lauren Chardonnay, Sonoma Coast, California, USA","700","Case of 3 Bottles","https://www.bbr.com/products-20218211312-2021-aubert-lauren-chardonnay-sonoma-coast-california-usa","1147595","20218211312"
"Finca Allende","2005","Aurus, Finca Allende, Rioja, Spain","595","Case of 6 Bottles","https://www.bbr.com/products-20058002510-2005-aurus-finca-allende-rioja-spain","1130445","20058002510"
"Benjamin Leroux","2023","Auxey-Duresses Blanc, Benjamin Leroux, Burgundy","250","Case of 6 Bottles","https://www.bbr.com/products-20231074280-2023-auxey-duresses-blanc-benjamin-leroux-burgundy","1074280","20231074280"
"Domaine Comte Armand","2007","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","477","Case of 6 Bottles","https://www.bbr.com/products-20071261017-2007-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20071261017"
"Domaine Comte Armand","2009","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","230","Case of 6 Bottles","https://www.bbr.com/products-20091261017-2009-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20091261017"
"Domaine Comte Armand","2010","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","290","Case of 6 Bottles","https://www.bbr.com/products-20101261017-2010-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20101261017"
"Domaine Comte Armand","2011","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","398","Case of 6 Bottles","https://www.bbr.com/products-20111261017-2011-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20111261017"
"Domaine Comte Armand","2013","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","450","Case of 6 Bottles","https://www.bbr.com/products-20131261017-2013-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20131261017"
"Domaine Comte Armand","2015","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","400","Case of 6 Bottles","https://www.bbr.com/products-20151261017-2015-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20151261017"
"Domaine Comte Armand","2015","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","350","Case of 6 Bottles","https://www.bbr.com/products-20151261017-2015-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20151261017"
"Domaine Comte Armand","2017","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","230","Case of 6 Bottles","https://www.bbr.com/products-20171261017-2017-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20171261017"
"Domaine Comte Armand","2018","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","275","Case of 6 Bottles","https://www.bbr.com/products-20181261017-2018-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20181261017"
"Domaine Comte Armand","2022","Auxey-Duresses, 1er Cru, Comte Armand, Burgundy","260","Case of 6 Bottles","https://www.bbr.com/products-20221261017-2022-auxey-duresses-1er-cru-comte-armand-burgundy","1261017","20221261017"
"Domaine Roulot","2018","Auxey-Duresses, 1er Cru, Domaine Roulot, Burgundy","595","Case of 6 Bottles","https://www.bbr.com/products-20188120128-2018-auxey-duresses-1er-cru-domaine-roulot-burgundy","1056747","20188120128"
"Domaine Roulot","2021","Auxey-Duresses, 1er Cru, Domaine Roulot, Burgundy","695","Case of 6 Bottles","https://www.bbr.com/products-20218120128-2021-auxey-duresses-1er-cru-domaine-roulot-burgundy","1056747","20218120128"
"Domaine Lafouge","2021","Auxey-Duresses, Climat du Val, 1er Cru, Domaine Lafouge, Burgundy","185","Case of 6 Bottles","https://www.bbr.com/products-20218164429-2021-auxey-duresses-climat-du-val-1er-cru-domaine-lafouge-burgundy","1498495","20218164429"
"Domaine Comte Armand","2014","Auxey-Duresses, Comte Armand, Burgundy","225","Case of 6 Bottles","https://www.bbr.com/products-20148013899-2014-auxey-duresses-comte-armand-burgundy","1026494","20148013899"
"Domaine Comte Armand","2018","Auxey-Duresses, Comte Armand, Burgundy","235","Case of 6 Bottles","https://www.bbr.com/products-20188013899-2018-auxey-duresses-comte-armand-burgundy","1026494","20188013899"
"Jean-Philippe Fichet","2018","Auxey-Duresses, Jean-Philippe Fichet, Burgundy","400","Case of 12 Bottles","https://www.bbr.com/products-20188026462-2018-auxey-duresses-jean-philippe-fichet-burgundy","1068342","20188026462"
"Jean-Philippe Fichet","2019","Auxey-Duresses, Jean-Philippe Fichet, Burgundy","340","Case of 12 Bottles","https://www.bbr.com/products-20198026462-2019-auxey-duresses-jean-philippe-fichet-burgundy","1068342","20198026462"
"Domaine d'Auvenay","2018","Auxey-Duresses, La Macabree, Domaine d'Auvenay, Burgundy","15000","Case of 3 Bottles","https://www.bbr.com/products-20188082871-2018-auxey-duresses-la-macabree-domaine-d-auvenay-burgundy","1813014","20188082871"
"Domaine Lafouge","2021","Auxey-Duresses, Les Boutonniers, Domaine Lafouge, Burgundy","180","Case of 6 Bottles","https://www.bbr.com/products-20218169453-2021-auxey-duresses-les-boutonniers-domaine-lafouge-burgundy","1497850","20218169453"
"Domaine d'Auvenay","2009","Auxey-Duresses, Les Clous, Domaine d'Auvenay, Burgundy","13700","Case of 3 Bottles","https://www.bbr.com/products-20098109567-2009-auxey-duresses-les-clous-domaine-d-auvenay-burgundy","1317479","20098109567"
"Domaine Denis Carre","2021","Auxey-Duresses, Les Vireux, Domaine Denis Carre, Burgundy","285","Case of 12 Bottles","https://www.bbr.com/products-20218017028-2021-auxey-duresses-les-vireux-domaine-denis-carre-burgundy","1742266","20218017028"
"Weingut Peter Lauer . Ayl","2016","Ayler Riesling Kabinett Fass No. 8, Weingut Peter Lauer","100","Case of 6 Bottles","https://www.bbr.com/products-20168204839-2016-ayler-riesling-kabinett-fass-no-8-weingut-peter-lauer","1378867","20168204839"
"BI Wines & Spirits Ltd","2011","BI Bordeaux","80","Case of 6 Bottles","https://www.bbr.com/products-20118204884-2011-bi-bordeaux","1378102","20118204884"
"Baettig Winery","2021","Baettig, Los Primos, Seleccion de Parcelas, Chardonnay, Maule Valley, Chile","375","Case of 6 Bottles","https://www.bbr.com/products-20218400404-2021-baettig-los-primos-seleccion-de-parcelas-chardonnay-maule-valley-chile","2074685","20218400404"
"Baettig Winery","2021","Baettig, Los Primos, Seleccion de Parcelas, Pinot Noir, Malleco Valley, Chile","350","Case of 6 Bottles","https://www.bbr.com/products-20218314693-2021-baettig-los-primos-seleccion-de-parcelas-pinot-noir-malleco-valley-chile","2074698","20218314693"
"Bibi Graetz","2021","Balocchi No.7, Cabernet Franc, Poderi dell'Olmo, Bibi Graetz, Tuscany, Italy","650","Case of 3 Bottles","https://www.bbr.com/products-20218079761-2021-balocchi-no-7-cabernet-franc-poderi-dell-olmo-bibi-graetz-tuscany-italy","3035234","20218079761"
