"Property","Vintage","Description","PriceExTax","BottleSize","PageURL","LwinCode","BBRProductCode"
"Mas de Daumas Gassac","2021","Mas de Daumas Gassac, Blanc, St Guilhem-le-Desert Cite d'Aniane, Languedoc","240","Case of 6 Bottles","https://www.bbr.com/products-20218026521-2021-mas-de-daumas-gassac-blanc-st-guilhem-le-desert-cite-d-aniane-languedoc","1119334","20218026521"
"Mas de Daumas Gassac","2008","Mas de Daumas Gassac, Cuvee Emile Peynaud, Pays d'Herault, Languedoc","500","Case of 1 Bottles","https://www.bbr.com/products-20088026518-2008-mas-de-daumas-gassac-cuvee-emile-peynaud-pays-d-herault-languedoc","1225972","20088026518"
"Mas de Daumas Gassac","2015","Mas de Daumas Gassac, Cuvee Emile Peynaud, Pays d'Herault, Languedoc","210","Case of 1 Bottles","https://www.bbr.com/products-20158026518-2015-mas-de-daumas-gassac-cuvee-emile-peynaud-pays-d-herault-languedoc","1225972","20158026518"
"Mas de Daumas Gassac","2012","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","370","Case of 6 Bottles","https://www.bbr.com/products-20128026534-2012-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20128026534"
"Mas de Daumas Gassac","2013","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","400","Case of 12 Bottles","https://www.bbr.com/products-20138026534-2013-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20138026534"
"Mas de Daumas Gassac","2014","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","350","Case of 6 Bottles","https://www.bbr.com/products-20148026534-2014-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20148026534"
"Mas de Daumas Gassac","2015","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","230","Case of 6 Bottles","https://www.bbr.com/products-20158026534-2015-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20158026534"
"Mas de Daumas Gassac","2016","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","240","Case of 6 Bottles","https://www.bbr.com/products-20168026534-2016-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20168026534"
"Mas de Daumas Gassac","2018","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","200","Case of 6 Bottles","https://www.bbr.com/products-20188026534-2018-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20188026534"
"Mas de Daumas Gassac","2019","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","205","Case of 6 Bottles","https://www.bbr.com/products-20198026534-2019-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20198026534"
"Mas de Daumas Gassac","2020","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","349","Case of 6 Bottles","https://www.bbr.com/products-20208026534-2020-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20208026534"
"Mas de Daumas Gassac","2020","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc","410","Case of 3 Magnums","https://www.bbr.com/products-20208026534-2020-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc","1119347","20208026534"
"Mas de Daumas Gassac","2023","Mas de Daumas Gassac, Rouge, St Guilhem-le-Desert Cite d'Aniane, Languedoc-Roussillon","240","Case of 6 Bottles","https://www.bbr.com/products-20238026534-2023-mas-de-daumas-gassac-rouge-st-guilhem-le-desert-cite-d-aniane-languedoc-roussillon","1119347","20238026534"
"Torres","2010","Mas la Plana, Torres, Penedes, Spain","325","Case of 6 Bottles","https://www.bbr.com/products-20108041089-2010-mas-la-plana-torres-penedes-spain","1189456","20108041089"
"Torres","2013","Mas la Plana, Torres, Penedes, Spain","360","Case of 6 Bottles","https://www.bbr.com/products-20138041089-2013-mas-la-plana-torres-penedes-spain","1189456","20138041089"
"Masseto","2018","Massetino, Masseto, Tuscany, Italy","785","Case of 3 Bottles","https://www.bbr.com/products-20188058386-2018-massetino-masseto-tuscany-italy","1839944","20188058386"
"Masseto","2019","Massetino, Masseto, Tuscany, Italy","710","Case of 3 Bottles","https://www.bbr.com/products-20198058386-2019-massetino-masseto-tuscany-italy","1839944","20198058386"
"Masseto","2020","Massetino, Masseto, Tuscany, Italy","875","Case of 3 Bottles","https://www.bbr.com/products-20208058386-2020-massetino-masseto-tuscany-italy","1839944","20208058386"
"Masseto","2020","Massetino, Masseto, Tuscany, Italy","865","Case of 3 Bottles","https://www.bbr.com/products-20208058386-2020-massetino-masseto-tuscany-italy","1839944","20208058386"
"Masseto","2021","Massetino, Masseto, Tuscany, Italy","750","Case of 3 Bottles","https://www.bbr.com/products-20218058386-2021-massetino-masseto-tuscany-italy","1839944","20218058386"
"Masseto","2022","Massetino, Masseto, Tuscany, Italy","700","Case of 3 Bottles","https://www.bbr.com/products-20228058386-2022-massetino-masseto-tuscany-italy","1839944","20228058386"
"Masseto","2022","Massetino, Masseto, Tuscany, Italy","714","Case of 3 Bottles","https://www.bbr.com/products-20228058386-2022-massetino-masseto-tuscany-italy","1839944","20228058386"
"Masseto","2023","Massetino, Masseto, Tuscany, Italy","690","Case of 3 Bottles","https://www.bbr.com/products-20238058386-2023-massetino-masseto-tuscany-italy","1839944","20238058386"
"Masseto","2001","Masseto, Tuscany, Italy","2750","Case of 3 Bottles","https://www.bbr.com/products-20011160743-2001-masseto-tuscany-italy","1160743","20011160743"
"Masseto","2007","Masseto, Tuscany, Italy","10000","Case of 1 Imperials","https://www.bbr.com/products-20071160743-2007-masseto-tuscany-italy","1160743","20071160743"
"Masseto","2009","Masseto, Tuscany, Italy","2000","Case of 3 Bottles","https://www.bbr.com/products-20091160743-2009-masseto-tuscany-italy","1160743","20091160743"
"Masseto","2010","Masseto, Tuscany, Italy","6750","Case of 1 Jeroboam 600cl","https://www.bbr.com/products-20101160743-2010-masseto-tuscany-italy","1160743","20101160743"
"Masseto","2012","Masseto, Tuscany, Italy","1700","Case of 3 Bottles","https://www.bbr.com/products-20121160743-2012-masseto-tuscany-italy","1160743","20121160743"
"Masseto","2014","Masseto, Tuscany, Italy","1435","Case of 3 Bottles","https://www.bbr.com/products-20141160743-2014-masseto-tuscany-italy","1160743","20141160743"
"Masseto","2015","Masseto, Tuscany, Italy","2045","Case of 3 Bottles","https://www.bbr.com/products-20151160743-2015-masseto-tuscany-italy","1160743","20151160743"
"Masseto","2015","Masseto, Tuscany, Italy","1848","Case of 3 Bottles","https://www.bbr.com/products-20151160743-2015-masseto-tuscany-italy","1160743","20151160743"
"Masseto","2017","Masseto, Tuscany, Italy","1375","Case of 3 Bottles","https://www.bbr.com/products-20171160743-2017-masseto-tuscany-italy","1160743","20171160743"
"Masseto","2017","Masseto, Tuscany, Italy","1345","Case of 3 Bottles","https://www.bbr.com/products-20171160743-2017-masseto-tuscany-italy","1160743","20171160743"
"Masseto","2018","Masseto, Tuscany, Italy","1490","Case of 3 Bottles","https://www.bbr.com/products-20181160743-2018-masseto-tuscany-italy","1160743","20181160743"
"Masseto","2018","Masseto, Tuscany, Italy","510","Case of 1 Bottles","https://www.bbr.com/products-20181160743-2018-masseto-tuscany-italy","1160743","20181160743"
"Masseto","2018","Masseto, Tuscany, Italy","1765","Case of 3 Bottles","https://www.bbr.com/products-20181160743-2018-masseto-tuscany-italy","1160743","20181160743"
"Masseto","2018","Masseto, Tuscany, Italy","1420","Case of 3 Bottles","https://www.bbr.com/products-20181160743-2018-masseto-tuscany-italy","1160743","20181160743"
"Masseto","2019","Masseto, Tuscany, Italy","1765","Case of 3 Bottles","https://www.bbr.com/products-20191160743-2019-masseto-tuscany-italy","1160743","20191160743"
"Masseto","2020","Masseto, Tuscany, Italy","1728","Case of 3 Bottles","https://www.bbr.com/products-20201160743-2020-masseto-tuscany-italy","1160743","20201160743"
"Masseto","2020","Masseto, Tuscany, Italy","1730","Case of 3 Bottles","https://www.bbr.com/products-20201160743-2020-masseto-tuscany-italy","1160743","20201160743"
"Masseto","2020","Masseto, Tuscany, Italy","1500","Case of 1 Magnums","https://www.bbr.com/products-20201160743-2020-masseto-tuscany-italy","1160743","20201160743"
"Masseto","2021","Masseto, Tuscany, Italy","1888","Case of 3 Bottles","https://www.bbr.com/products-20211160743-2021-masseto-tuscany-italy","1160743","20211160743"
"Masseto","2021","Masseto, Tuscany, Italy","1850","Case of 3 Bottles","https://www.bbr.com/products-20211160743-2021-masseto-tuscany-italy","1160743","20211160743"
"Comando G","2020","Mataborricos, Comando G, Sierra de Gredos, Spain","150","Case of 6 Bottles","https://www.bbr.com/products-20208310451-2020-mataborricos-comando-g-sierra-de-gredos-spain","1699922","20208310451"
"Telmo Rodriguez","2021","Matallana, Telmo Rodriguez, Ribera del Duero, Spain","300","Case of 6 Bottles","https://www.bbr.com/products-20218139399-2021-matallana-telmo-rodriguez-ribera-del-duero-spain","1121232","20218139399"
"Antinori","2011","Matarocchio, Bolgheri Superiore, Guado al Tasso, Antinori, Tuscany, Italy","240","Case of 1 Bottles","https://www.bbr.com/products-20118038168-2011-matarocchio-bolgheri-superiore-guado-al-tasso-antinori-tuscany-italy","1259816","20118038168"
"Antinori","2011","Matarocchio, Bolgheri Superiore, Guado al Tasso, Antinori, Tuscany, Italy","1600","Case of 6 Bottles","https://www.bbr.com/products-20118038168-2011-matarocchio-bolgheri-superiore-guado-al-tasso-antinori-tuscany-italy","1259816","20118038168"
"Mayacamas Vineyards","2018","Mayacamas, Cabernet Sauvignon, Mt Veeder, Napa Valley, California, USA","600","Case of 6 Bottles","https://www.bbr.com/products-20188209720-2018-mayacamas-cabernet-sauvignon-mt-veeder-napa-valley-california-usa","1199233","20188209720"
"Mayer","2016","Mayer, Dr Mayer Pinot Noir, Yarra Valley, Australia","900","Case of 12 Bottles","https://www.bbr.com/products-20168230605-2016-mayer-dr-mayer-pinot-noir-yarra-valley-australia","1527584","20168230605"
"Benjamin Leroux","2020","Mazis-Chambertin, Grand Cru, Benjamin Leroux, Burgundy","2275","Case of 3 Magnums","https://www.bbr.com/products-20208056005-2020-mazis-chambertin-grand-cru-benjamin-leroux-burgundy","1754063","20208056005"
"Denis Mortet","2017","Mazis-Chambertin, Grand Cru, Domaine Denis Mortet, Burgundy","795","Case of 1 Bottles","https://www.bbr.com/products-20178018748-2017-mazis-chambertin-grand-cru-domaine-denis-mortet-burgundy","1359620","20178018748"
"Domaine Joseph Faiveley","1999","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","3800","Case of 12 Bottles","https://www.bbr.com/products-19998021135-1999-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","19998021135"
"Domaine Joseph Faiveley","2002","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","1600","Case of 6 Bottles","https://www.bbr.com/products-20028021135-2002-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20028021135"
"Domaine Joseph Faiveley","2010","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","1250","Case of 6 Bottles","https://www.bbr.com/products-20108021135-2010-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20108021135"
"Domaine Joseph Faiveley","2011","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","931","Case of 6 Bottles","https://www.bbr.com/products-20118021135-2011-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20118021135"
"Domaine Joseph Faiveley","2013","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","660","Case of 6 Bottles","https://www.bbr.com/products-20138021135-2013-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20138021135"
"Domaine Joseph Faiveley","2016","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","1040","Case of 6 Bottles","https://www.bbr.com/products-20168021135-2016-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20168021135"
"Domaine Joseph Faiveley","2016","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","1260","Case of 3 Magnums","https://www.bbr.com/products-20168021135-2016-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20168021135"
"Domaine Joseph Faiveley","2017","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","885","Case of 6 Bottles","https://www.bbr.com/products-20178021135-2017-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20178021135"
"Domaine Joseph Faiveley","2018","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","875","Case of 6 Bottles","https://www.bbr.com/products-20188021135-2018-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20188021135"
"Domaine Joseph Faiveley","2020","Mazis-Chambertin, Grand Cru, Domaine Faiveley, Burgundy","1100","Case of 6 Bottles","https://www.bbr.com/products-20208021135-2020-mazis-chambertin-grand-cru-domaine-faiveley-burgundy","1031465","20208021135"
"Domaine Maume","2010","Mazis-Chambertin, Grand Cru, Domaine Maume, Burgundy","1388","Case of 6 Bottles","https://www.bbr.com/products-20101046625-2010-mazis-chambertin-grand-cru-domaine-maume-burgundy","1046625","20101046625"
"Domaine Maume","2011","Mazis-Chambertin, Grand Cru, Domaine Maume, Burgundy","595","Case of 6 Bottles","https://www.bbr.com/products-20111046625-2011-mazis-chambertin-grand-cru-domaine-maume-burgundy","1046625","20111046625"
"Domaine Maume","2012","Mazis-Chambertin, Grand Cru, Domaine Maume, Burgundy","660","Case of 6 Bottles","https://www.bbr.com/products-20121046625-2012-mazis-chambertin-grand-cru-domaine-maume-burgundy","1046625","20121046625"
"Domaine Maume","2013","Mazis-Chambertin, Grand Cru, Domaine Maume, Burgundy","599","Case of 6 Bottles","https://www.bbr.com/products-20131046625-2013-mazis-chambertin-grand-cru-domaine-maume-burgundy","1046625","20131046625"
"Domaine Tawse","2016","Mazis-Chambertin, Grand Cru, Domaine Tawse, Burgundy","1095","Case of 6 Bottles","https://www.bbr.com/products-20161424102-2016-mazis-chambertin-grand-cru-domaine-tawse-burgundy","1424102","20161424102"
"Domaine Tawse","2017","Mazis-Chambertin, Grand Cru, Domaine Tawse, Burgundy","1275","Case of 6 Bottles","https://www.bbr.com/products-20171424102-2017-mazis-chambertin-grand-cru-domaine-tawse-burgundy","1424102","20171424102"
"Domaine Tawse","2018","Mazis-Chambertin, Grand Cru, Domaine Tawse, Burgundy","1100","Case of 6 Bottles","https://www.bbr.com/products-20181424102-2018-mazis-chambertin-grand-cru-domaine-tawse-burgundy","1424102","20181424102"
"Domaine Tawse","2023","Mazis-Chambertin, Grand Cru, Domaine Tawse, Burgundy","1500","Case of 6 Bottles","https://www.bbr.com/products-20231424102-2023-mazis-chambertin-grand-cru-domaine-tawse-burgundy","1424102","20231424102"
"Tortochot","2008","Mazis-Chambertin, Grand Cru, Domaine Tortochot, Burgundy","1342","Case of 12 Bottles","https://www.bbr.com/products-20088217503-2008-mazis-chambertin-grand-cru-domaine-tortochot-burgundy","1058549","20088217503"
"Tortochot","2016","Mazis-Chambertin, Grand Cru, Domaine Tortochot, Burgundy","1380","Case of 12 Bottles","https://www.bbr.com/products-20168217503-2016-mazis-chambertin-grand-cru-domaine-tortochot-burgundy","1058549","20168217503"
"Tortochot","2016","Mazis-Chambertin, Grand Cru, Domaine Tortochot, Burgundy","580","Case of 6 Bottles","https://www.bbr.com/products-20168217503-2016-mazis-chambertin-grand-cru-domaine-tortochot-burgundy","1058549","20168217503"
"Tortochot","2019","Mazis-Chambertin, Grand Cru, Domaine Tortochot, Burgundy","499","Case of 6 Bottles","https://www.bbr.com/products-20198217503-2019-mazis-chambertin-grand-cru-domaine-tortochot-burgundy","1058549","20198217503"
"Lucien Le Moine","2014","Mazis-Chambertin, Grand Cru, Lucien Le Moine, Burgundy","1846","Case of 6 Bottles","https://www.bbr.com/products-20148218656-2014-mazis-chambertin-grand-cru-lucien-le-moine-burgundy","1042672","20148218656"
"Lucien Le Moine","2015","Mazis-Chambertin, Grand Cru, Lucien Le Moine, Burgundy","2060","Case of 6 Bottles","https://www.bbr.com/products-20158218656-2015-mazis-chambertin-grand-cru-lucien-le-moine-burgundy","1042672","20158218656"
"Lucien Le Moine","2016","Mazis-Chambertin, Grand Cru, Lucien Le Moine, Burgundy","1350","Case of 6 Bottles","https://www.bbr.com/products-20168218656-2016-mazis-chambertin-grand-cru-lucien-le-moine-burgundy","1042672","20168218656"
"Lucien Le Moine","2017","Mazis-Chambertin, Grand Cru, Lucien Le Moine, Burgundy","1692","Case of 6 Bottles","https://www.bbr.com/products-20178218656-2017-mazis-chambertin-grand-cru-lucien-le-moine-burgundy","1042672","20178218656"
"Lucien Le Moine","2018","Mazis-Chambertin, Grand Cru, Lucien Le Moine, Burgundy","1918","Case of 6 Bottles","https://www.bbr.com/products-20188218656-2018-mazis-chambertin-grand-cru-lucien-le-moine-burgundy","1042672","20188218656"
"Millemann Wines","2022","Mazis-Chambertin, Grand Cru, Millemann Wines, Burgundy","6300","Case of 6 Bottles","https://www.bbr.com/products-20228179041-2022-mazis-chambertin-grand-cru-millemann-wines-burgundy","3008588","20228179041"
"Olivier Bernstein","2009","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1750","Case of 6 Bottles","https://www.bbr.com/products-20091019780-2009-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20091019780"
"Olivier Bernstein","2009","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1700","Case of 6 Bottles","https://www.bbr.com/products-20091019780-2009-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20091019780"
"Olivier Bernstein","2010","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","2650","Case of 6 Bottles","https://www.bbr.com/products-20101019780-2010-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20101019780"
"Olivier Bernstein","2011","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1910","Case of 6 Bottles","https://www.bbr.com/products-20111019780-2011-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20111019780"
"Olivier Bernstein","2011","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1700","Case of 6 Bottles","https://www.bbr.com/products-20111019780-2011-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20111019780"
"Olivier Bernstein","2011","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1700","Case of 6 Bottles","https://www.bbr.com/products-20111019780-2011-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20111019780"
"Olivier Bernstein","2012","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1500","Case of 6 Bottles","https://www.bbr.com/products-20121019780-2012-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20121019780"
"Olivier Bernstein","2013","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1990","Case of 6 Bottles","https://www.bbr.com/products-20131019780-2013-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20131019780"
"Olivier Bernstein","2014","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1650","Case of 6 Bottles","https://www.bbr.com/products-20141019780-2014-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20141019780"
"Olivier Bernstein","2015","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1750","Case of 6 Bottles","https://www.bbr.com/products-20151019780-2015-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20151019780"
"Olivier Bernstein","2016","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1995","Case of 6 Bottles","https://www.bbr.com/products-20161019780-2016-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20161019780"
"Olivier Bernstein","2016","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","675","Case of 1 Magnums","https://www.bbr.com/products-20161019780-2016-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20161019780"
"Olivier Bernstein","2019","Mazis-Chambertin, Grand Cru, Olivier Bernstein, Burgundy","1100","Case of 3 Bottles","https://www.bbr.com/products-20191019780-2019-mazis-chambertin-grand-cru-olivier-bernstein-burgundy","1019780","20191019780"
"Dugat-Py","2014","Mazis-Chambertin, Grand Cru, Tres Vieilles Vignes, Domaine Dugat-Py, Burgundy","2100","Case of 3 Bottles","https://www.bbr.com/products-20148121994-2014-mazis-chambertin-grand-cru-tres-vieilles-vignes-domaine-dugat-py-burgundy","1030279","20148121994"
"Domaine Jean Taupenot-Merme","2011","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","760","Case of 6 Bottles","https://www.bbr.com/products-20118217620-2011-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20118217620"
"Domaine Jean Taupenot-Merme","2013","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","860","Case of 6 Bottles","https://www.bbr.com/products-20138217620-2013-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20138217620"
"Domaine Jean Taupenot-Merme","2013","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","725","Case of 3 Magnums","https://www.bbr.com/products-20138217620-2013-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20138217620"
"Domaine Jean Taupenot-Merme","2014","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","902","Case of 6 Bottles","https://www.bbr.com/products-20148217620-2014-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20148217620"
"Domaine Jean Taupenot-Merme","2014","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","902","Case of 6 Bottles","https://www.bbr.com/products-20148217620-2014-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20148217620"
"Domaine Jean Taupenot-Merme","2015","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","870","Case of 6 Bottles","https://www.bbr.com/products-20158217620-2015-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20158217620"
"Domaine Jean Taupenot-Merme","2016","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","930","Case of 6 Bottles","https://www.bbr.com/products-20168217620-2016-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20168217620"
"Domaine Jean Taupenot-Merme","2017","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","1010","Case of 6 Bottles","https://www.bbr.com/products-20178217620-2017-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20178217620"
"Domaine Jean Taupenot-Merme","2018","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","902","Case of 6 Bottles","https://www.bbr.com/products-20188217620-2018-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20188217620"
"Domaine Jean Taupenot-Merme","2019","Mazoyeres Chambertin, Grand Cru, Domaine Taupenot-Merme, Burgundy","895","Case of 1 Jeroboam 300cl","https://www.bbr.com/products-20198217620-2019-mazoyeres-chambertin-grand-cru-domaine-taupenot-merme-burgundy","1058031","20198217620"
"Arnaud Mortet","2016","Mazoyeres-Chambertin, Grand Cru, Arnaud Mortet, Burgundy","1900","Case of 6 Bottles","https://www.bbr.com/products-20168026055-2016-mazoyeres-chambertin-grand-cru-arnaud-mortet-burgundy","1650248","20168026055"
"Arnaud Mortet","2016","Mazoyeres-Chambertin, Grand Cru, Arnaud Mortet, Burgundy","3400","Case of 3 Magnums","https://www.bbr.com/products-20168026055-2016-mazoyeres-chambertin-grand-cru-arnaud-mortet-burgundy","1650248","20168026055"
"Arnaud Mortet","2017","Mazoyeres-Chambertin, Grand Cru, Arnaud Mortet, Burgundy","1320","Case of 6 Bottles","https://www.bbr.com/products-20178026055-2017-mazoyeres-chambertin-grand-cru-arnaud-mortet-burgundy","1650248","20178026055"
"Arnaud Mortet","2018","Mazoyeres-Chambertin, Grand Cru, Arnaud Mortet, Burgundy","1550","Case of 6 Bottles","https://www.bbr.com/products-20188026055-2018-mazoyeres-chambertin-grand-cru-arnaud-mortet-burgundy","1650248","20188026055"
"Arnaud Mortet","2019","Mazoyeres-Chambertin, Grand Cru, Arnaud Mortet, Burgundy","1780","Case of 6 Bottles","https://www.bbr.com/products-20198026055-2019-mazoyeres-chambertin-grand-cru-arnaud-mortet-burgundy","1650248","20198026055"
"Benjamin Leroux","2010","Mazoyeres-Chambertin, Grand Cru, Benjamin Leroux, Burgundy","995","Case of 6 Bottles","https://www.bbr.com/products-20101043510-2010-mazoyeres-chambertin-grand-cru-benjamin-leroux-burgundy","1043510","20101043510"
"Benjamin Leroux","2011","Mazoyeres-Chambertin, Grand Cru, Benjamin Leroux, Burgundy","550","Case of 6 Bottles","https://www.bbr.com/products-20111043510-2011-mazoyeres-chambertin-grand-cru-benjamin-leroux-burgundy","1043510","20111043510"
"Benjamin Leroux","2012","Mazoyeres-Chambertin, Grand Cru, Benjamin Leroux, Burgundy","1000","Case of 6 Bottles","https://www.bbr.com/products-20121043510-2012-mazoyeres-chambertin-grand-cru-benjamin-leroux-burgundy","1043510","20121043510"
"Benjamin Leroux","2012","Mazoyeres-Chambertin, Grand Cru, Benjamin Leroux, Burgundy","800","Case of 6 Bottles","https://www.bbr.com/products-20121043510-2012-mazoyeres-chambertin-grand-cru-benjamin-leroux-burgundy","1043510","20121043510"
"Benjamin Leroux","2014","Mazoyeres-Chambertin, Grand Cru, Benjamin Leroux, Burgundy","518","Case of 3 Bottles","https://www.bbr.com/products-20141043510-2014-mazoyeres-chambertin-grand-cru-benjamin-leroux-burgundy","1043510","20141043510"
"Benjamin Leroux","2014","Mazoyeres-Chambertin, Grand Cru, Benjamin Leroux, Burgundy","525","Case of 3 Bottles","https://www.bbr.com/products-20141043510-2014-mazoyeres-chambertin-grand-cru-benjamin-leroux-burgundy","1043510","20141043510"
"Benjamin Leroux","2016","Mazoyeres-Chambertin, Grand Cru, Benjamin Leroux, Burgundy","545","Case of 3 Bottles","https://www.bbr.com/products-20161043510-2016-mazoyeres-chambertin-grand-cru-benjamin-leroux-burgundy","1043510","20161043510"
